,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Day,Month,Year,distance
1066,20.0,5.0,5.0,4.0,1,4,3,1.0,0.0,1.0,38,18,2,2022,20.886627953184384
1067,29.0,4.7,4.0,2.0,2,3,3,0.0,0.0,1.0,21,17,3,2022,7.660840811905869
1068,24.0,4.6,6.0,4.0,1,3,3,0.0,0.0,1.0,11,28,3,2022,4.589834614418575
1069,33.0,4.9,6.0,2.0,1,4,3,1.0,0.0,2.0,15,8,3,2022,16.601046189402922
1070,30.0,4.7,,,3,4,3,1.0,0.0,1.0,29,10,3,2022,17.07870639063114
1071,35.0,4.0,5.0,4.0,1,4,3,1.0,0.0,1.0,37,3,3,2022,7.562921044749852
1072,26.0,4.7,2.0,4.0,1,3,3,1.0,0.0,1.0,19,2,3,2022,10.880887117732197
1073,25.0,4.9,6.0,2.0,2,2,3,0.0,0.0,2.0,16,14,3,2022,16.385047886584985
1074,37.0,5.0,4.0,4.0,1,1,3,1.0,0.0,1.0,27,13,2,2022,9.362989340112518
1075,38.0,4.9,2.0,2.0,1,2,4,1.0,0.0,1.0,26,3,4,2022,9.12210840865768
1076,38.0,4.5,2.0,2.0,2,2,3,1.0,0.0,1.0,36,12,3,2022,20.84807400544794
1077,32.0,4.3,1.0,4.0,0,4,4,1.0,0.0,1.0,33,11,3,2022,9.314781588432984
1078,25.0,4.7,2.0,2.0,0,2,4,1.0,0.0,1.0,29,12,3,2022,13.611283046203784
1079,38.0,4.6,3.0,4.0,0,3,4,1.0,0.0,1.0,46,5,3,2022,7.6835568584307055
1080,33.0,4.2,3.0,4.0,0,3,4,3.0,0.0,1.0,46,11,3,2022,7.448644516028947
1081,38.0,4.7,6.0,1.0,2,1,3,0.0,0.0,1.0,10,3,4,2022,3.145067434621583
1082,20.0,4.7,5.0,4.0,2,1,4,1.0,0.0,1.0,29,13,2,2022,3464.0827200599765
1083,35.0,4.6,2.0,1.0,1,1,3,0.0,0.0,2.0,21,6,4,2022,19.68856591478912
1084,23.0,4.8,6.0,1.0,1,2,3,0.0,0.0,2.0,18,11,2,2022,3.145067434621583
1085,37.0,4.0,5.0,4.0,1,2,4,3.0,0.0,1.0,47,6,3,2022,16.720582121840994
1086,29.0,4.4,2.0,1.0,0,3,4,1.0,0.0,1.0,18,24,3,2022,3.0253447684077948
1087,30.0,4.8,3.0,2.0,1,3,3,0.0,0.0,2.0,22,8,3,2022,16.38436680922718
1088,24.0,4.8,4.0,4.0,2,3,3,1.0,0.0,1.0,27,6,3,2022,17.29786575291325
1089,31.0,4.6,3.0,1.0,2,3,3,1.0,0.0,2.0,24,10,3,2022,12.419724873245672
1090,24.0,4.5,3.0,4.0,2,4,3,1.0,0.0,1.0,23,23,3,2022,16.636516954597145
1091,21.0,4.6,1.0,1.0,0,3,4,1.0,0.0,1.0,24,2,4,2022,10.602504075104662
1092,35.0,5.0,2.0,1.0,1,2,3,1.0,0.0,1.0,16,6,3,2022,14.021750803377735
1093,33.0,4.1,6.0,4.0,0,1,4,1.0,0.0,1.0,41,4,4,2022,10.707345040407779
1094,27.0,4.6,5.0,2.0,0,4,4,1.0,1.0,1.0,41,2,3,2022,17.098196997717192
1095,39.0,4.0,2.0,2.0,0,2,4,2.0,0.0,1.0,38,16,3,2022,10.880991591395142
1096,25.0,4.9,4.0,1.0,2,4,3,1.0,0.0,1.0,13,4,4,2022,17.097896810815786
1097,24.0,4.6,4.0,3.0,0,2,4,1.0,0.0,1.0,20,17,3,2022,3.073599739868721
1098,31.0,4.0,3.0,2.0,0,3,4,1.0,0.0,1.0,34,28,3,2022,6.232241741133021
1099,29.0,4.6,2.0,4.0,0,1,4,1.0,0.0,1.0,37,16,3,2022,16.820660300217366
1100,25.0,4.6,3.0,4.0,2,2,3,0.0,0.0,1.0,16,16,3,2022,13.582337494193219
1101,21.0,4.6,4.0,2.0,0,4,4,0.0,0.0,1.0,34,16,3,2022,12.435842440173552
1102,38.0,4.9,6.0,1.0,1,4,3,1.0,0.0,1.0,23,2,3,2022,10.602507301515569
1103,31.0,4.9,4.0,4.0,2,3,3,1.0,0.0,1.0,29,6,3,2022,13.972194586929868
1104,23.0,4.2,2.0,2.0,0,4,4,1.0,0.0,2.0,35,12,3,2022,10.602497166339424
1105,35.0,4.8,5.0,1.0,2,4,4,1.0,0.0,1.0,18,7,3,2022,7.762556904358387
1106,39.0,4.4,3.0,2.0,0,2,4,1.0,0.0,1.0,31,1,4,2022,4.5442645096317325
1107,24.0,5.0,6.0,1.0,0,2,4,1.0,0.0,1.0,19,13,2,2022,4.717601092054723
1108,28.0,4.7,6.0,3.0,1,2,4,0.0,0.0,2.0,11,3,3,2022,6.218076509101378
1109,30.0,4.7,5.0,4.0,0,1,4,0.0,0.0,1.0,26,13,3,2022,7.8626681674103684
1110,27.0,4.6,2.0,4.0,2,3,2,1.0,0.0,2.0,29,11,3,2022,7.646982582847339
1111,37.0,4.8,4.0,4.0,2,2,3,1.0,0.0,1.0,27,14,2,2022,13.185609350843341
1112,27.0,4.6,1.0,2.0,1,3,3,0.0,0.0,1.0,15,15,2,2022,9.435201537430713
1113,24.0,4.7,4.0,4.0,1,2,3,0.0,0.0,1.0,17,29,3,2022,20.44292976252901
1114,32.0,4.7,3.0,2.0,1,1,3,0.0,0.0,1.0,30,11,3,2022,4.596701982329151
1115,33.0,4.1,6.0,2.0,0,2,4,1.0,0.0,1.0,32,29,3,2022,19.61592696438906
1116,36.0,4.7,3.0,1.0,2,2,2,1.0,0.0,1.0,29,1,3,2022,4.590648124312618
1117,36.0,4.3,3.0,4.0,2,1,2,0.0,0.0,1.0,32,1,4,2022,9.121794088989688
1118,22.0,4.7,6.0,2.0,0,3,4,1.0,0.0,1.0,23,1,3,2022,7.683332672259288
1119,21.0,4.6,1.0,2.0,0,4,4,1.0,0.0,1.0,26,28,3,2022,6.049757918894705
1120,35.0,4.5,2.0,1.0,1,1,4,0.0,0.0,1.0,27,3,3,2022,4.59653454224411
1121,34.0,4.8,2.0,4.0,0,1,4,1.0,0.0,1.0,43,18,3,2022,19.661098170299503
1122,20.0,4.7,2.0,4.0,1,4,4,0.0,0.0,1.0,17,17,2,2022,4.717601092054723
1123,22.0,4.7,5.0,2.0,2,2,3,1.0,0.0,1.0,16,1,4,2022,9.193373039577615
1124,23.0,4.7,3.0,1.0,1,1,4,1.0,0.0,2.0,16,2,3,2022,20.20704994057408
1125,22.0,4.5,5.0,3.0,2,4,3,1.0,0.0,2.0,25,11,2,2022,6.290134677634678
1126,30.0,4.7,,,3,2,2,1.0,0.0,1.0,36,12,3,2022,12.435842440173552
1127,23.0,4.7,1.0,4.0,0,1,4,1.0,1.0,1.0,48,2,3,2022,20.856833724898244
1128,22.0,4.4,1.0,2.0,1,2,4,0.0,0.0,1.0,39,12,2,2022,16.787903106085746
1129,33.0,4.5,2.0,4.0,2,1,3,1.0,0.0,2.0,35,6,3,2022,12.29259979853271
1130,29.0,4.6,2.0,1.0,0,3,4,1.0,0.0,2.0,24,18,3,2022,13.788454358366558
1131,20.0,4.6,4.0,4.0,1,2,4,1.0,0.0,1.0,26,8,3,2022,19.66131020445878
1132,37.0,4.0,6.0,2.0,0,3,4,1.0,0.0,1.0,39,27,3,2022,12.58026782240096
1133,30.0,4.7,,,3,3,1,0.0,0.0,1.0,28,19,3,2022,6.217851597564562
1134,20.0,4.7,5.0,1.0,0,4,4,1.0,0.0,1.0,19,5,3,2022,9.326577421221462
1135,24.0,4.4,4.0,3.0,0,4,4,0.0,0.0,1.0,34,24,3,2022,3.1162385581766157
1136,20.0,4.9,3.0,3.0,0,1,4,1.0,0.0,2.0,17,19,3,2022,1.5580772559335063
1137,28.0,4.7,2.0,4.0,2,1,3,1.0,0.0,1.0,29,27,3,2022,14.02184017066128
1138,32.0,4.8,6.0,4.0,0,3,4,3.0,1.0,1.0,44,16,2,2022,13.428485784085986
1139,36.0,4.8,3.0,1.0,1,2,4,1.0,0.0,2.0,27,19,3,2022,1.5125746930786603
1140,35.0,4.7,5.0,1.0,2,4,2,0.0,0.0,1.0,19,24,3,2022,7.8626681674103684
1141,23.0,4.7,5.0,1.0,2,3,4,1.0,0.0,1.0,19,5,4,2022,7.651068542725186
1142,22.0,4.8,2.0,4.0,2,3,2,1.0,0.0,1.0,25,16,3,2022,10.641157729337486
1143,29.0,4.8,4.0,4.0,0,1,4,1.0,0.0,1.0,30,18,3,2022,13.682511992314389
1144,23.0,4.5,1.0,1.0,0,4,4,0.0,0.0,1.0,23,1,3,2022,1.509479521226578
1145,27.0,4.4,5.0,4.0,2,4,2,1.0,0.0,2.0,35,2,3,2022,11.007734763744619
1146,28.0,4.8,6.0,1.0,2,3,4,0.0,0.0,1.0,19,15,3,2022,3.0736267316959056
1147,22.0,4.7,5.0,4.0,2,1,4,0.0,0.0,1.0,33,13,3,2022,7.76260023979046
1148,30.0,4.7,,,3,2,2,0.0,0.0,1.0,33,3,3,2022,2749.406397483131
1149,37.0,4.9,3.0,1.0,1,2,4,1.0,0.0,1.0,22,1,4,2022,4.674220356186495
1150,28.0,4.3,2.0,3.0,0,3,4,1.0,0.0,1.0,31,1,3,2022,6.290134677634678
1151,32.0,4.8,5.0,1.0,0,3,4,2.0,0.0,2.0,37,4,4,2022,17.097972349714478
1152,30.0,4.6,6.0,3.0,2,4,3,1.0,0.0,1.0,19,13,2,2022,6.290134677634678
1153,20.0,4.6,6.0,4.0,2,2,3,1.0,0.0,2.0,10,7,3,2022,4.596317855298041
1154,30.0,4.1,6.0,4.0,0,3,4,1.0,0.0,1.0,37,12,3,2022,12.162012260679191
1155,21.0,4.5,5.0,4.0,0,3,4,1.0,0.0,1.0,29,13,3,2022,7.601027931405062
1156,20.0,4.5,3.0,1.0,0,1,4,1.0,0.0,1.0,19,25,3,2022,16.63545121553746
1157,34.0,4.8,6.0,4.0,1,1,3,1.0,0.0,1.0,28,14,2,2022,17.165361256393414
1158,21.0,4.9,1.0,2.0,1,1,4,0.0,0.0,1.0,25,4,4,2022,12.434585525065135
1159,21.0,4.5,5.0,2.0,0,3,4,1.0,0.0,1.0,32,8,3,2022,12.116895848185973
1160,28.0,4.9,2.0,1.0,2,3,3,0.0,0.0,2.0,17,4,4,2022,12.463883024166929
1161,39.0,4.6,3.0,2.0,2,2,4,1.0,0.0,1.0,30,23,3,2022,13.829131656291406
1162,33.0,4.4,4.0,3.0,1,4,4,0.0,0.0,1.0,32,28,3,2022,5.960265171499854
1163,34.0,4.5,6.0,1.0,0,4,4,1.0,0.0,1.0,29,8,3,2022,10.905989056268561
1164,33.0,5.0,3.0,2.0,0,4,4,2.0,0.0,1.0,33,25,3,2022,13.58037387628081
1165,23.0,4.5,5.0,1.0,2,3,2,0.0,0.0,2.0,18,1,4,2022,3.0595542475950825
1166,37.0,4.9,3.0,2.0,0,1,4,1.0,0.0,1.0,38,30,3,2022,6.210169290102345
1167,38.0,4.1,4.0,2.0,2,2,2,1.0,0.0,1.0,32,2,3,2022,10.708220667367732
1168,35.0,4.1,6.0,2.0,0,4,4,0.0,0.0,1.0,38,12,3,2022,16.824864367094257
1169,34.0,5.0,2.0,1.0,1,3,3,1.0,0.0,1.0,20,17,2,2022,4.395472356874531
1170,27.0,4.3,5.0,2.0,1,3,4,1.0,0.0,1.0,32,6,3,2022,10.757108800258175
1171,20.0,4.6,3.0,1.0,1,1,3,0.0,0.0,1.0,13,28,3,2022,3.018911481757933
1172,37.0,4.7,1.0,1.0,1,1,3,0.0,0.0,1.0,15,13,2,2022,7.8626681674103684
1173,22.0,5.0,6.0,4.0,2,1,4,1.0,0.0,2.0,15,31,3,2022,19.660943947619387
1174,38.0,5.0,5.0,2.0,2,4,2,1.0,0.0,1.0,16,1,4,2022,7.448644516028947
1175,36.0,4.6,3.0,4.0,1,2,3,1.0,0.0,1.0,25,3,4,2022,4.5609750236610624
1176,27.0,4.6,4.0,1.0,2,1,2,1.0,0.0,2.0,10,30,3,2022,7.660348489151042
1177,36.0,4.6,1.0,3.0,2,3,2,0.0,0.0,1.0,25,17,3,2022,3.040697853651506
1178,32.0,4.6,5.0,4.0,2,2,4,1.0,0.0,2.0,46,20,3,2022,10.564540523828766
1179,20.0,4.8,6.0,1.0,2,4,3,1.0,0.0,1.0,21,1,4,2022,4.658009428704655
1180,31.0,4.3,5.0,1.0,0,4,4,2.0,0.0,1.0,37,12,2,2022,19.839595859560124
1181,20.0,4.7,5.0,1.0,0,1,4,1.0,0.0,2.0,16,11,3,2022,7.761199672759796
1182,32.0,4.9,1.0,1.0,0,3,4,0.0,0.0,2.0,29,28,3,2022,3.0249963435107636
1183,30.0,4.9,1.0,4.0,0,4,4,1.0,1.0,1.0,53,12,3,2022,14.15280068944862
1184,22.0,4.8,1.0,1.0,2,1,3,0.0,0.0,1.0,12,19,3,2022,7.660895664241893
1185,25.0,4.9,6.0,3.0,1,1,3,0.0,0.0,2.0,13,17,3,2022,1.5323511358883408
1186,30.0,4.7,2.0,2.0,0,1,4,1.0,0.0,1.0,30,27,3,2022,19.886444745109635
1187,29.0,4.8,4.0,4.0,2,1,4,1.0,0.0,1.0,25,15,3,2022,4.469203457951168
1188,20.0,4.8,5.0,4.0,0,4,4,1.0,0.0,1.0,38,27,3,2022,12.463970105024178
1189,32.0,4.6,3.0,1.0,2,4,3,1.0,0.0,1.0,26,23,3,2022,12.29262273944321
1190,32.0,4.8,3.0,3.0,1,1,4,1.0,0.0,1.0,29,19,3,2022,6.116927321899819
1191,30.0,4.9,5.0,1.0,0,1,4,1.0,0.0,1.0,23,24,3,2022,7.4502858459465395
1192,38.0,4.8,1.0,1.0,1,4,3,0.0,0.0,2.0,16,17,3,2022,3.02952463419204
1193,31.0,4.5,4.0,4.0,1,4,4,2.0,0.0,1.0,39,16,2,2022,16.151082472319857
1194,39.0,4.0,5.0,4.0,1,2,4,1.0,0.0,1.0,37,11,2,2022,8.810838587369837
1195,32.0,4.6,5.0,4.0,0,3,4,0.0,0.0,1.0,29,1,4,2022,7.562333809640503
1196,32.0,4.9,6.0,3.0,0,3,4,1.0,0.0,1.0,24,17,3,2022,1.5580766213089028
1197,35.0,4.9,3.0,1.0,1,2,3,1.0,0.0,2.0,25,17,3,2022,1.5147937213890765
1198,27.0,4.9,2.0,2.0,1,3,3,0.0,0.0,1.0,20,5,4,2022,7.546888128063275
1199,30.0,4.2,4.0,4.0,0,4,4,1.0,0.0,1.0,44,13,3,2022,7.8626681674103684
1200,22.0,4.9,4.0,4.0,1,3,3,0.0,0.0,1.0,18,5,3,2022,9.075228438646683
1201,29.0,4.5,6.0,4.0,1,1,4,0.0,0.0,1.0,23,12,3,2022,14.021819246588471
1202,36.0,4.1,4.0,1.0,0,4,4,0.0,0.0,1.0,24,5,4,2022,9.192686206948785
1203,39.0,4.6,1.0,4.0,1,1,3,1.0,0.0,1.0,26,3,4,2022,9.435201537430713
1204,29.0,4.7,2.0,2.0,1,2,4,1.0,0.0,1.0,26,26,3,2022,5.959032639455132
1205,25.0,4.9,3.0,1.0,0,3,4,0.0,0.0,1.0,19,18,3,2022,13.682378876484883
1206,32.0,4.0,4.0,2.0,0,2,4,1.0,0.0,2.0,40,27,3,2022,13.97303705667121
1207,31.0,4.0,1.0,2.0,1,1,4,1.0,0.0,1.0,44,10,3,2022,10.641925519430906
1208,22.0,4.8,6.0,1.0,2,4,4,0.0,0.0,2.0,15,5,3,2022,3.073677586372093
1209,20.0,4.9,4.0,4.0,1,2,3,0.0,0.0,2.0,26,20,3,2022,20.253584375809584
1210,30.0,4.7,6.0,1.0,0,1,4,1.0,0.0,1.0,19,28,3,2022,1.5725337292863206
1211,22.0,4.7,2.0,2.0,2,3,3,0.0,0.0,1.0,24,24,3,2022,4.58836023949328
1212,20.0,4.9,3.0,3.0,1,3,3,0.0,0.0,2.0,14,7,3,2022,5.959032639455132
1213,30.0,4.9,3.0,2.0,2,1,2,1.0,0.0,1.0,34,1,3,2022,7.772430463817006
1214,23.0,4.8,6.0,1.0,2,3,3,0.0,0.0,1.0,24,11,3,2022,8.938093974529659
1215,28.0,4.8,2.0,1.0,0,2,4,0.0,0.0,2.0,15,18,3,2022,17.077821017428217
1216,30.0,5.0,4.0,4.0,2,2,4,1.0,0.0,1.0,25,9,3,2022,7.762092914972131
1217,25.0,4.8,1.0,1.0,2,1,3,1.0,0.0,2.0,14,13,2,2022,8.95254860446834
1218,37.0,4.7,5.0,1.0,1,2,3,1.0,0.0,1.0,18,13,2,2022,7.8626681674103684
1219,28.0,4.6,3.0,4.0,1,2,4,1.0,0.0,1.0,11,13,2,2022,8.953146585642822
1220,25.0,4.7,6.0,4.0,1,4,3,0.0,0.0,2.0,19,6,4,2022,10.641925519430906
1221,27.0,4.7,6.0,3.0,1,2,4,1.0,0.0,2.0,15,30,3,2022,3.1161284905751767
1222,35.0,4.6,3.0,2.0,2,3,3,0.0,0.0,1.0,23,16,2,2022,14.15280068944862
1223,21.0,4.8,6.0,2.0,1,3,3,0.0,0.0,2.0,13,3,3,2022,9.348114492435203
1224,24.0,4.9,2.0,2.0,2,3,3,0.0,0.0,1.0,24,8,3,2022,16.635223376952894
1225,22.0,4.6,1.0,1.0,0,3,4,1.0,0.0,1.0,23,29,3,2022,16.385802266862363
1226,38.0,4.9,4.0,2.0,2,2,4,1.0,0.0,1.0,29,17,3,2022,7.562364213495182
1227,27.0,4.1,2.0,1.0,0,1,4,0.0,0.0,1.0,22,26,3,2022,4.61013388745304
1228,26.0,4.5,3.0,4.0,2,2,2,0.0,0.0,2.0,19,17,2,2022,4.395289295392326
1229,21.0,4.8,3.0,1.0,2,3,4,0.0,0.0,2.0,13,21,3,2022,3.108902919167669
1230,32.0,4.5,5.0,1.0,0,1,4,1.0,0.0,1.0,28,28,3,2022,3.1162037143241816
1231,35.0,4.6,3.0,1.0,1,3,3,0.0,0.0,1.0,21,11,2,2022,4.494291162003691
1232,29.0,4.9,3.0,2.0,0,4,4,1.0,0.0,1.0,29,25,3,2022,12.243495934751566
1233,23.0,4.5,1.0,4.0,2,1,4,1.0,0.0,2.0,27,1,4,2022,4.656788095043528
1234,31.0,4.9,5.0,2.0,0,4,4,1.0,0.0,1.0,30,3,4,2022,6.037529176542944
1235,20.0,4.8,3.0,2.0,2,1,2,1.0,0.0,1.0,20,3,4,2022,6.208803959900656
1236,39.0,4.8,3.0,3.0,2,4,3,1.0,0.0,1.0,29,24,3,2022,6.128501214161833
1237,33.0,4.9,4.0,1.0,1,2,4,1.0,0.0,1.0,26,15,3,2022,7.683892680377846
1238,28.0,4.8,6.0,4.0,2,2,4,1.0,0.0,1.0,18,1,3,2022,7.683744768651806
1239,22.0,4.9,1.0,4.0,1,3,4,1.0,0.0,1.0,25,13,2,2022,9.080676816811252
1240,34.0,4.7,2.0,3.0,0,3,4,3.0,0.0,1.0,44,26,3,2022,1.5368285452421355
1241,26.0,4.8,1.0,4.0,1,3,4,1.0,0.0,1.0,26,26,3,2022,4.656902198105632
1242,21.0,4.9,1.0,2.0,0,3,4,1.0,0.0,1.0,38,27,3,2022,17.138041435509773
1243,22.0,4.9,3.0,2.0,0,2,4,0.0,0.0,1.0,12,9,3,2022,9.055364789945758
1244,30.0,4.7,3.0,1.0,1,3,4,1.0,0.0,1.0,29,1,4,2022,4.658255524232583
1245,23.0,4.7,5.0,4.0,2,3,2,1.0,0.0,1.0,38,6,3,2022,19.36320422209724
1246,33.0,4.2,4.0,1.0,0,4,4,1.0,0.0,1.0,33,15,3,2022,1.5524171512663978
1247,36.0,4.3,2.0,2.0,2,2,3,1.0,0.0,1.0,35,29,3,2022,17.097997931301858
1248,29.0,5.0,1.0,4.0,1,3,4,1.0,0.0,2.0,20,17,3,2022,9.055855161965688
1249,36.0,4.9,6.0,1.0,0,1,4,0.0,0.0,1.0,21,21,3,2022,1.5526496306640611
1250,27.0,5.0,3.0,2.0,0,3,4,1.0,0.0,1.0,26,3,4,2022,6.210169290102345
1251,30.0,4.7,,,3,3,4,1.0,0.0,1.0,32,30,3,2022,4.657528074267125
1252,30.0,4.9,4.0,4.0,1,4,3,1.0,0.0,1.0,34,7,3,2022,9.348128423503685
1253,39.0,4.1,4.0,4.0,1,2,4,1.0,0.0,1.0,32,21,3,2022,7.772343594464188
1254,30.0,4.7,2.0,1.0,0,1,4,0.0,0.0,1.0,27,17,2,2022,4.406510550372563
1255,33.0,4.9,6.0,1.0,0,3,4,1.0,0.0,1.0,21,11,3,2022,3.0644638558360477
1256,31.0,4.9,6.0,1.0,1,4,3,1.0,0.0,1.0,29,18,3,2022,14.15280068944862
1257,31.0,4.8,5.0,2.0,2,4,3,1.0,0.0,1.0,18,21,3,2022,9.1921191213112
1258,24.0,4.5,1.0,2.0,2,4,3,0.0,0.0,1.0,25,4,4,2022,17.09765154986503
1259,21.0,5.0,6.0,4.0,1,2,4,0.0,0.0,1.0,18,29,3,2022,10.756770071391678
1260,27.0,4.6,2.0,1.0,1,2,3,0.0,0.0,1.0,18,11,2,2022,3.0201424289664303
1261,38.0,4.7,3.0,1.0,1,3,4,1.0,0.0,1.0,29,17,2,2022,7.490064599571083
1262,31.0,4.8,1.0,1.0,0,4,4,1.0,0.0,1.0,21,11,3,2022,3.108902629159079
1263,29.0,5.0,6.0,2.0,1,4,3,1.0,0.0,1.0,19,15,3,2022,7.660582694185124
1264,39.0,4.8,2.0,2.0,0,2,4,1.0,0.0,1.0,39,28,3,2022,4.537543599594834
1265,29.0,4.9,3.0,4.0,1,1,4,1.0,0.0,2.0,15,9,3,2022,7.573225613488835
1266,30.0,5.0,1.0,1.0,2,2,3,0.0,0.0,1.0,17,13,3,2022,1.5368199501610624
1267,34.0,4.6,5.0,3.0,2,4,3,1.0,0.0,1.0,29,15,3,2022,3.1046320933509697
1268,36.0,4.3,4.0,4.0,0,3,4,1.0,1.0,1.0,44,29,3,2022,19.912967189287773
1269,34.0,5.0,3.0,4.0,1,1,3,1.0,0.0,1.0,26,30,3,2022,9.435201537430713
1270,29.0,4.7,4.0,1.0,1,1,4,1.0,0.0,1.0,14,3,4,2022,9.177484636525882
1271,37.0,4.8,1.0,4.0,2,1,3,1.0,0.0,2.0,35,2,4,2022,19.916274899796797
1272,22.0,4.4,3.0,1.0,0,4,4,1.0,0.0,1.0,27,15,3,2022,9.087720328092061
1273,27.0,4.1,1.0,4.0,1,4,4,1.0,0.0,1.0,32,27,3,2022,12.162424445776676
1274,30.0,4.7,3.0,4.0,1,3,3,0.0,0.0,2.0,25,5,4,2022,9.435201537430713
1275,31.0,4.4,4.0,4.0,0,1,4,1.0,0.0,2.0,40,3,3,2022,9.220418694557548
1276,26.0,4.5,5.0,1.0,2,1,3,1.0,0.0,1.0,23,14,3,2022,10.75550295962129
1277,30.0,4.7,,1.0,1,1,4,1.0,0.0,2.0,29,13,2,2022,17655.22256075907
1278,38.0,4.9,1.0,2.0,2,4,3,1.0,0.0,1.0,18,30,3,2022,6.290134677634678
1279,21.0,4.6,2.0,3.0,0,4,4,1.0,0.0,1.0,23,11,2,2022,3.145067434621583
1280,35.0,4.7,6.0,3.0,1,3,3,0.0,0.0,1.0,24,1,4,2022,6.0500849919957504
1281,21.0,4.7,6.0,2.0,2,4,4,1.0,0.0,1.0,14,13,3,2022,7.760937776419154
1282,32.0,5.0,2.0,2.0,0,2,4,2.0,0.0,1.0,41,14,2,2022,11.748735630962296
1283,29.0,4.6,2.0,1.0,1,1,4,1.0,0.0,1.0,16,23,3,2022,19.762388480863397
1284,32.0,4.5,3.0,4.0,1,4,4,0.0,0.0,1.0,37,16,3,2022,13.610824622426307
1285,20.0,4.5,3.0,2.0,2,1,4,1.0,0.0,1.0,24,26,3,2022,7.683697910285141
1286,28.0,4.6,2.0,4.0,2,2,2,1.0,0.0,2.0,14,26,3,2022,4.5374004790919935
1287,23.0,4.7,5.0,2.0,2,4,4,0.0,0.0,1.0,38,16,3,2022,12.16211593670245
1288,32.0,4.9,5.0,1.0,0,3,4,1.0,0.0,1.0,25,17,3,2022,1.5580739318109507
1289,33.0,4.0,5.0,4.0,2,4,3,1.0,0.0,1.0,35,11,3,2022,9.313449926160223
1290,36.0,4.3,5.0,3.0,2,3,3,2.0,0.0,2.0,39,13,2,2022,6.242510272008099
1291,35.0,3.7,2.0,4.0,2,2,3,0.0,0.0,1.0,31,18,3,2022,19.88298786811295
1292,38.0,4.3,1.0,3.0,2,2,2,1.0,0.0,1.0,37,1,3,2022,1.5525629397905474
1293,38.0,4.9,4.0,4.0,0,2,4,1.0,0.0,1.0,47,9,3,2022,7.648322354566716
1294,37.0,4.4,1.0,1.0,0,2,4,1.0,0.0,1.0,44,14,3,2022,19.61873934880106
1295,32.0,4.6,6.0,4.0,0,2,4,0.0,0.0,2.0,24,13,3,2022,4.657568579194856
1296,38.0,4.6,1.0,1.0,2,1,2,1.0,0.0,1.0,15,11,3,2022,8.937788557677608
1297,34.0,4.9,1.0,4.0,0,1,4,1.0,1.0,1.0,40,6,4,2022,14.15280068944862
1298,33.0,4.5,3.0,1.0,2,2,4,0.0,0.0,2.0,28,14,3,2022,12.256687342592544
1299,20.0,5.0,5.0,1.0,2,2,2,1.0,0.0,2.0,28,10,3,2022,17.138077427627362
1300,20.0,4.8,5.0,2.0,0,3,4,1.0,0.0,1.0,20,5,3,2022,5.958756242189132
1301,32.0,4.8,4.0,1.0,2,2,3,1.0,0.0,2.0,27,11,2,2022,7.8626681674103684
1302,26.0,4.7,4.0,3.0,1,2,4,0.0,0.0,2.0,10,15,2,2022,6.290134677634678
1303,36.0,4.7,2.0,4.0,2,2,2,1.0,0.0,1.0,25,25,3,2022,11.91660643888762
1304,21.0,5.0,4.0,4.0,2,3,3,1.0,0.0,1.0,18,16,2,2022,13.896406271445391
1305,29.0,4.6,1.0,2.0,0,3,4,0.0,0.0,1.0,32,25,3,2022,10.707675026485889
1306,33.0,4.6,3.0,1.0,2,4,4,0.0,0.0,1.0,21,14,3,2022,19.97462742500754
1307,31.0,4.7,5.0,1.0,1,1,3,1.0,0.0,2.0,18,1,3,2022,4.5966320417596735
1308,32.0,4.8,4.0,2.0,1,4,4,1.0,0.0,1.0,30,9,3,2022,4.527917012951369
1309,39.0,4.5,6.0,3.0,1,1,4,1.0,0.0,1.0,19,17,3,2022,3.0643988720550097
1310,22.0,4.9,5.0,3.0,2,3,3,1.0,0.0,1.0,30,5,4,2022,1.5367515001851497
1311,28.0,4.9,1.0,4.0,1,1,4,1.0,0.0,1.0,31,16,3,2022,12.463883024166929
1312,32.0,4.6,3.0,3.0,2,1,3,1.0,0.0,1.0,25,13,2,2022,2.9844980913133248
1313,39.0,4.8,2.0,4.0,0,3,4,1.0,0.0,1.0,38,6,3,2022,13.973727486522742
1314,38.0,4.7,4.0,4.0,2,2,2,1.0,0.0,1.0,30,24,3,2022,9.074628631820477
1315,32.0,4.6,3.0,2.0,0,1,4,1.0,0.0,1.0,37,31,3,2022,10.707006464770876
1316,37.0,4.8,4.0,1.0,0,1,4,1.0,0.0,1.0,27,8,3,2022,20.851862908260987
1317,33.0,4.9,3.0,2.0,2,4,4,1.0,0.0,1.0,29,17,2,2022,7.71945484665452
1318,29.0,4.7,2.0,3.0,0,3,4,2.0,1.0,1.0,39,28,3,2022,6.210137965623703
1319,29.0,4.5,1.0,1.0,0,1,4,0.0,0.0,2.0,24,29,3,2022,20.853334608185772
1320,27.0,4.8,6.0,2.0,2,3,3,0.0,0.0,1.0,19,1,3,2022,7.546712474612291
1321,28.0,4.9,5.0,2.0,2,3,4,0.0,0.0,1.0,17,30,3,2022,7.562921044749852
1322,27.0,4.9,3.0,4.0,2,1,3,1.0,0.0,1.0,22,27,3,2022,17.29786575291325
