,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Day,Month,Year
8316,,,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,,4,4,2022
8317,22.0,4.7,Sunny,High,1,Drinks,scooter,0.0,No,Metropolitian,12,,30,3,2022
8318,35.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,,11,2,2022
8319,,,,,3,Buffet,bicycle,1.0,No,Metropolitian,26,,6,3,2022
8320,20.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,,13,2,2022
8321,36.0,4.8,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,34,,30,3,2022
8322,28.0,4.6,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,,16,2,2022
8323,35.0,4.4,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,43,,14,3,2022
8324,21.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,35,,18,3,2022
8325,39.0,4.6,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Urban,28,,17,3,2022
8326,35.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,,11,3,2022
8327,23.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,,15,2,2022
8328,25.0,4.5,Fog,Medium,0,Buffet,motorcycle,0.0,No,Urban,42,,4,4,2022
8329,37.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,,16,,10,3,2022
8330,25.0,4.3,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,39,,25,3,2022
8331,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,34,,12,3,2022
8332,22.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,,2,4,2022
8333,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,42,,10,3,2022
8334,38.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,,1,3,2022
8335,20.0,4.8,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,12,,25,3,2022
8336,32.0,4.5,Fog,Low,1,Drinks,scooter,0.0,No,Urban,17,,21,3,2022
8337,29.0,4.7,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,,2,4,2022
8338,25.0,4.5,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,,19,3,2022
8339,25.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,,30,3,2022
8340,35.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,,14,2,2022
8341,,,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,,2,4,2022
8342,35.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,30,,12,2,2022
8343,25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,,1,3,2022
8344,38.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,,24,3,2022
8345,20.0,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,,12,2,2022
8346,29.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,,27,3,2022
8347,21.0,4.9,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,,7,3,2022
8348,26.0,4.6,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,,17,3,2022
8349,38.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,,24,3,2022
8350,36.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,,6,4,2022
8351,,,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,19,,15,2,2022
8352,25.0,4.0,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,38,,25,3,2022
8353,30.0,4.6,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,,13,3,2022
8354,28.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,,10,3,2022
8355,21.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,21,,16,2,2022
8356,23.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,,13,2,2022
8357,39.0,4.8,Sandstorms,High,1,Snack,scooter,0.0,No,Metropolitian,26,,17,3,2022
8358,23.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,,17,3,2022
8359,25.0,4.8,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,11,,13,2,2022
8360,37.0,5.0,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,,9,3,2022
8361,24.0,4.5,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,17,,24,3,2022
8362,37.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,,9,3,2022
8363,26.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,,10,3,2022
8364,29.0,4.6,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,15,,4,3,2022
8365,35.0,4.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,36,,14,3,2022
8366,20.0,4.6,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,16,,24,3,2022
8367,39.0,4.4,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,,11,3,2022
8368,28.0,5.0,Cloudy,Low,2,Snack,motorcycle,0.0,No,Urban,16,,17,2,2022
8369,39.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,,10,3,2022
8370,22.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,11,,11,3,2022
8371,21.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Urban,11,,16,2,2022
8372,32.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,34,,5,4,2022
8373,37.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,39,,9,3,2022
8374,34.0,4.3,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,,12,2,2022
8375,37.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Urban,18,,6,4,2022
8376,37.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,,13,3,2022
8377,25.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,19,,24,3,2022
8378,24.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,,27,3,2022
8379,26.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,,13,2,2022
8380,35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,,30,3,2022
8381,39.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,,11,2,2022
8382,21.0,4.9,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,,28,3,2022
8383,35.0,4.4,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,34,,2,4,2022
8384,31.0,4.1,Cloudy,Jam,2,Meal,motorcycle,2.0,Yes,Urban,43,,16,2,2022
8385,36.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,,27,3,2022
8386,28.0,5.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,34,,10,3,2022
8387,21.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,,6,4,2022
8388,37.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,,17,2,2022
8389,31.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,,2,3,2022
8390,22.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,27,,30,3,2022
8391,25.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,,5,4,2022
8392,37.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,41,,6,3,2022
8393,21.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,11,,5,4,2022
8394,,,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,,5,3,2022
8395,34.0,4.1,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,,6,4,2022
8396,21.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,,19,3,2022
8397,34.0,4.8,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,37,,1,4,2022
8398,36.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,15,,13,3,2022
8399,37.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,,20,,3,3,2022
8400,28.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,26,,14,2,2022
8401,24.0,5.0,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,27,,26,3,2022
8402,36.0,4.1,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,,14,3,2022
8403,25.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,26,,18,2,2022
8404,29.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,,31,3,2022
8405,30.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,,21,3,2022
8406,28.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,,25,3,2022
8407,21.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,42,,15,3,2022
8408,26.0,4.6,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,11,,13,2,2022
8409,28.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19,,11,3,2022
8410,31.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,,16,2,2022
8411,23.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,,7,3,2022
8412,31.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Urban,42,,4,3,2022
8413,,,Fog,Low,1,Meal,scooter,0.0,No,Urban,17,,11,3,2022
8414,38.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,,1,3,2022
8415,35.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,,17,3,2022
8416,28.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,,7,3,2022
8417,26.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,,18,2,2022
8418,22.0,4.9,Windy,High,1,Meal,motorcycle,0.0,No,Urban,14,,7,3,2022
8419,35.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,22,,15,2,2022
8420,20.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,,15,2,2022
8421,32.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,,29,3,2022
8422,31.0,3.5,Windy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,41,,18,3,2022
8423,37.0,5.0,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,,15,2,2022
8424,22.0,4.5,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,,13,3,2022
8425,33.0,4.1,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,,5,4,2022
8426,28.0,4.8,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,14,,1,3,2022
8427,36.0,3.6,Windy,Jam,2,Buffet,motorcycle,0.0,No,Urban,34,,23,3,2022
8428,28.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,17,,19,3,2022
8429,28.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,22,,13,3,2022
8430,38.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,15,,30,3,2022
8431,34.0,5.0,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,17,,11,2,2022
8432,38.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,,3,4,2022
8433,28.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,21,,13,3,2022
8434,36.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Urban,22,,14,2,2022
8435,20.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,13,,28,3,2022
8436,23.0,4.6,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,,14,2,2022
8437,32.0,4.4,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,41,,14,3,2022
8438,34.0,4.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,,6,3,2022
8439,27.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,12,,21,3,2022
8440,30.0,4.7,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,,12,3,2022
8441,23.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Urban,28,,16,3,2022
8442,32.0,4.3,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,37,,4,3,2022
8443,32.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,,15,2,2022
8444,25.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Urban,10,,21,3,2022
8445,29.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,,14,3,2022
8446,25.0,4.9,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,24,,2,3,2022
8447,31.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,,13,2,2022
8448,,,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,29,,11,3,2022
8449,28.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,,14,2,2022
8450,35.0,4.9,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,19,,15,3,2022
8451,28.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,,1,4,2022
8452,25.0,4.8,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,21,,17,2,2022
8453,37.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,45,,27,3,2022
8454,34.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,19,,17,3,2022
8455,35.0,4.7,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,21,,28,3,2022
8456,30.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,,11,2,2022
8457,36.0,3.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34,,27,3,2022
8458,26.0,4.4,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,,9,3,2022
8459,26.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Urban,48,,31,3,2022
8460,31.0,4.7,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,29,,24,3,2022
8461,22.0,5.0,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,,16,2,2022
8462,21.0,4.9,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,24,,23,3,2022
8463,25.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,,10,,10,3,2022
8464,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,14,,19,3,2022
8465,30.0,4.8,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,17,,7,3,2022
8466,21.0,4.1,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,,10,3,2022
8467,22.0,4.7,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,19,,28,3,2022
8468,39.0,4.6,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,16,,1,3,2022
8469,36.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,,4,3,2022
8470,34.0,4.4,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,35,,3,4,2022
8471,,,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,17,,30,3,2022
8472,39.0,4.2,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,34,,18,3,2022
8473,25.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,,12,2,2022
8474,27.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,,19,3,2022
8475,34.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Urban,13,,1,4,2022
8476,24.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,,2,4,2022
8477,30.0,4.1,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,41,,29,3,2022
8478,23.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,,19,3,2022
8479,20.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,19,,30,3,2022
8480,25.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,,17,3,2022
8481,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,,31,3,2022
8482,22.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,,3,3,2022
8483,23.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,22,,25,3,2022
8484,20.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,,31,3,2022
8485,24.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,,17,2,2022
8486,22.0,4.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,,20,3,2022
8487,38.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,24,,17,2,2022
8488,22.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,,26,3,2022
8489,21.0,4.7,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,11,,11,3,2022
8490,36.0,4.7,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,,31,3,2022
8491,25.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,16,,17,2,2022
8492,31.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,,13,3,2022
8493,36.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,10,,13,2,2022
8494,21.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,,2,4,2022
8495,33.0,4.7,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,,16,3,2022
8496,25.0,4.8,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,,30,3,2022
8497,26.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,15,,17,3,2022
8498,32.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,21,,30,3,2022
8499,37.0,5.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,,3,3,2022
8500,35.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,,2,4,2022
8501,25.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,16,,18,3,2022
8502,28.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,20,,15,2,2022
8503,33.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,,2,3,2022
8504,21.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,12,,6,4,2022
8505,31.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,,5,3,2022
8506,27.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,37,,4,4,2022
8507,29.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,,13,2,2022
8508,26.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Urban,35,,16,3,2022
8509,23.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,,3,3,2022
8510,26.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,,30,3,2022
8511,20.0,4.7,Stormy,Medium,2,Drinks,scooter,0.0,No,Urban,29,,10,3,2022
8512,31.0,4.1,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Urban,39,,25,3,2022
8513,36.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,,4,4,2022
8514,36.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,43,,28,3,2022
8515,23.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,23,,2,3,2022
8516,29.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,22,,4,4,2022
8517,22.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,16,,19,3,2022
8518,33.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,,4,3,2022
8519,39.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,38,,4,4,2022
8520,33.0,4.2,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,,17,3,2022
8521,23.0,4.8,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,,16,2,2022
8522,28.0,5.0,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,26,,17,2,2022
8523,22.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,,14,2,2022
8524,38.0,4.6,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,20,,31,3,2022
8525,32.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,,25,,3,3,2022
8526,35.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,,26,3,2022
8527,39.0,4.9,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,15,,16,2,2022
8528,21.0,4.9,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,,5,3,2022
8529,32.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,27,,20,3,2022
8530,32.0,4.6,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,49,,16,2,2022
8531,31.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,,16,2,2022
8532,32.0,4.5,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,,19,3,2022
8533,22.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,12,,30,3,2022
8534,24.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,,19,3,2022
8535,28.0,4.4,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,38,,29,3,2022
8536,37.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,30,,5,3,2022
8537,23.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,18,,3,4,2022
8538,35.0,4.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,,3,4,2022
8539,23.0,4.7,Stormy,High,2,Meal,scooter,0.0,No,Urban,10,,28,3,2022
8540,25.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,13,,3,3,2022
8541,27.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,15,,11,2,2022
8542,27.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,15,,5,3,2022
8543,33.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,,6,4,2022
8544,25.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,,27,3,2022
8545,30.0,4.3,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,33,,5,4,2022
8546,22.0,5.0,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,16,,18,3,2022
8547,33.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,,13,2,2022
8548,27.0,5.0,Cloudy,Low,2,Snack,scooter,,No,Urban,10,,15,3,2022
8549,20.0,4.6,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Urban,22,,3,3,2022
8550,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,,11,3,2022
8551,35.0,5.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,31,,5,4,2022
8552,33.0,5.0,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,,14,2,2022
8553,20.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,,29,3,2022
8554,26.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,20,,3,3,2022
8555,35.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,,8,3,2022
8556,20.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,22,,13,3,2022
8557,22.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,,1,4,2022
8558,36.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,48,,4,3,2022
8559,32.0,5.0,Windy,Medium,1,Drinks,motorcycle,0.0,No,Urban,28,,14,2,2022
8560,22.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,,10,3,2022
8561,30.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,,13,3,2022
8562,34.0,4.3,Fog,Low,0,Meal,motorcycle,2.0,No,Urban,38,,10,3,2022
8563,25.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,28,,6,3,2022
8564,21.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,,7,3,2022
8565,22.0,4.5,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,13,,27,3,2022
8566,37.0,5.0,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,19,,30,3,2022
8567,29.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,,27,,20,3,2022
8568,36.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,23,,12,2,2022
8569,36.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Urban,28,,15,3,2022
8570,23.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,19,,14,3,2022
8571,28.0,4.5,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,,6,4,2022
8572,31.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,,1,4,2022
8573,39.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,,5,3,2022
8574,33.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,,26,3,2022
8575,33.0,4.4,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,37,,23,3,2022
8576,22.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,20,,5,4,2022
